SUBDIVISION,YEAR,ANNUAL
TAMIL NADU,1951,855.1
TAMIL NADU,1952,716.4
TAMIL NADU,1953,968
TAMIL NADU,1954,1016.3
TAMIL NADU,1955,1060.6
TAMIL NADU,1956,989.7
TAMIL NADU,1957,866.9
TAMIL NADU,1958,852.5
TAMIL NADU,1959,894.3
TAMIL NADU,1960,1013.9
TAMIL NADU,1961,910.7
TAMIL NADU,1962,941.6
TAMIL NADU,1963,1072.8
TAMIL NADU,1964,910.6
TAMIL NADU,1965,921.8
TAMIL NADU,1966,1166.9
TAMIL NADU,1967,899.1
TAMIL NADU,1968,789.4
TAMIL NADU,1969,961.8
TAMIL NADU,1970,942.1
TAMIL NADU,1971,1047.6
TAMIL NADU,1972,1093.4
TAMIL NADU,1973,858.5
TAMIL NADU,1974,652.8
TAMIL NADU,1975,923.6
TAMIL NADU,1976,858.9
TAMIL NADU,1977,1246
TAMIL NADU,1978,998.8
TAMIL NADU,1979,1103.4
TAMIL NADU,1980,709.1
TAMIL NADU,1981,1045.9
TAMIL NADU,1982,678.6
TAMIL NADU,1983,1007.7
TAMIL NADU,1984,1023.8
TAMIL NADU,1985,1063.5
TAMIL NADU,1986,953
TAMIL NADU,1987,963.5
TAMIL NADU,1988,837.2
TAMIL NADU,1989,856.5
TAMIL NADU,1990,903.2
TAMIL NADU,1991,954.8
TAMIL NADU,1992,918.7
TAMIL NADU,1993,1082.3
TAMIL NADU,1994,905.9
TAMIL NADU,1995,843.4
TAMIL NADU,1996,1069.4
TAMIL NADU,1997,950.5
TAMIL NADU,1998,1079.7
TAMIL NADU,1999,922.6
TAMIL NADU,2000,972
TAMIL NADU,2001,483.4
TAMIL NADU,2002,318
TAMIL NADU,2003,348.5
TAMIL NADU,2004,1037.6
TAMIL NADU,2005,1365.3
TAMIL NADU,2006,927.9
TAMIL NADU,2007,1067.2
TAMIL NADU,2008,1203.4
TAMIL NADU,2009,928.5
TAMIL NADU,2010,1095.2
TAMIL NADU,2011,926.5
TAMIL NADU,2012,636.1
TAMIL NADU,2013,741.9
TAMIL NADU,2014,913
TAMIL NADU,2015,1204.6
COASTAL KARNATAKA,1901,3056.9
COASTAL KARNATAKA,1902,3699.2
COASTAL KARNATAKA,1903,3317.4
COASTAL KARNATAKA,1904,3141.1
COASTAL KARNATAKA,1905,2652.3
COASTAL KARNATAKA,1906,2836
COASTAL KARNATAKA,1907,3535.2
COASTAL KARNATAKA,1908,3655.5
COASTAL KARNATAKA,1909,3172.9
COASTAL KARNATAKA,1910,3020.8
COASTAL KARNATAKA,1911,2522.3
COASTAL KARNATAKA,1912,3395.9
COASTAL KARNATAKA,1913,2836.3
COASTAL KARNATAKA,1914,3872.7
COASTAL KARNATAKA,1915,2648.7
COASTAL KARNATAKA,1916,3467.9
COASTAL KARNATAKA,1917,3424.1
COASTAL KARNATAKA,1918,2510.9
COASTAL KARNATAKA,1919,2918.1
COASTAL KARNATAKA,1920,2789.2
COASTAL KARNATAKA,1921,3007.4
COASTAL KARNATAKA,1922,3332.6
COASTAL KARNATAKA,1923,3681.1
COASTAL KARNATAKA,1924,3528.9
COASTAL KARNATAKA,1925,3581.3
COASTAL KARNATAKA,1926,2956.4
COASTAL KARNATAKA,1927,3216.4
COASTAL KARNATAKA,1928,3339.6
COASTAL KARNATAKA,1929,3663.6
COASTAL KARNATAKA,1930,2913
COASTAL KARNATAKA,1931,3842.4
COASTAL KARNATAKA,1932,3423.4
COASTAL KARNATAKA,1933,4139.5
COASTAL KARNATAKA,1934,3011.8
COASTAL KARNATAKA,1935,2886
COASTAL KARNATAKA,1936,3324.7
COASTAL KARNATAKA,1937,3314.2
COASTAL KARNATAKA,1938,3150.9
COASTAL KARNATAKA,1939,2744.2
COASTAL KARNATAKA,1940,3723.9
COASTAL KARNATAKA,1941,2515.1
COASTAL KARNATAKA,1942,3502.6
COASTAL KARNATAKA,1943,3577.2
COASTAL KARNATAKA,1944,2984.5
COASTAL KARNATAKA,1945,3079.3
COASTAL KARNATAKA,1946,4041.4
COASTAL KARNATAKA,1947,3338
COASTAL KARNATAKA,1948,3626.6
COASTAL KARNATAKA,1949,3362.4
COASTAL KARNATAKA,1950,3766.1
COASTAL KARNATAKA,1951,3124.3
COASTAL KARNATAKA,1952,2896.6
COASTAL KARNATAKA,1953,3463.3
COASTAL KARNATAKA,1954,3821.5
COASTAL KARNATAKA,1955,3552.5
COASTAL KARNATAKA,1956,3856.6
COASTAL KARNATAKA,1957,3174.8
COASTAL KARNATAKA,1958,3687.4
COASTAL KARNATAKA,1959,4330.8
COASTAL KARNATAKA,1960,3504.2
COASTAL KARNATAKA,1961,5553.9
COASTAL KARNATAKA,1962,4017.7
COASTAL KARNATAKA,1963,3171.3
COASTAL KARNATAKA,1964,3140.5
COASTAL KARNATAKA,1965,2831.1
COASTAL KARNATAKA,1966,2976.6
COASTAL KARNATAKA,1967,3181.8
COASTAL KARNATAKA,1968,3461
COASTAL KARNATAKA,1969,3342.9
COASTAL KARNATAKA,1970,4042
COASTAL KARNATAKA,1971,3235.2
COASTAL KARNATAKA,1972,2856.9
COASTAL KARNATAKA,1973,3126
COASTAL KARNATAKA,1974,3433.5
COASTAL KARNATAKA,1975,4300
COASTAL KARNATAKA,1976,2933.9
COASTAL KARNATAKA,1977,3379
COASTAL KARNATAKA,1978,3862.9
COASTAL KARNATAKA,1979,2823.4
COASTAL KARNATAKA,1980,3762
COASTAL KARNATAKA,1981,3848.6
COASTAL KARNATAKA,1982,4090.9
COASTAL KARNATAKA,1983,3942.2
COASTAL KARNATAKA,1984,3359
COASTAL KARNATAKA,1985,3015.7
COASTAL KARNATAKA,1986,2934.5
COASTAL KARNATAKA,1987,2716.2
COASTAL KARNATAKA,1988,3466.6
COASTAL KARNATAKA,1989,3215.6
COASTAL KARNATAKA,1990,4120.4
COASTAL KARNATAKA,1991,3719.7
COASTAL KARNATAKA,1992,3882.2
COASTAL KARNATAKA,1993,3481.3
COASTAL KARNATAKA,1994,4636.3
COASTAL KARNATAKA,1995,3357.8
COASTAL KARNATAKA,1996,3188.9
COASTAL KARNATAKA,1997,3953.6
COASTAL KARNATAKA,1998,3707.9
COASTAL KARNATAKA,1999,3779.9
COASTAL KARNATAKA,2000,3351.3
COASTAL KARNATAKA,2001,3111.6
COASTAL KARNATAKA,2002,2793.1
COASTAL KARNATAKA,2003,3071.9
COASTAL KARNATAKA,2004,3070
COASTAL KARNATAKA,2005,3470.9
COASTAL KARNATAKA,2006,3837.3
COASTAL KARNATAKA,2007,3860.2
COASTAL KARNATAKA,2008,3206.4
COASTAL KARNATAKA,2009,3862
COASTAL KARNATAKA,2010,3686.8
COASTAL KARNATAKA,2011,3908.6
COASTAL KARNATAKA,2012,NA
COASTAL KARNATAKA,2013,4229.4
COASTAL KARNATAKA,2014,3684.4
COASTAL KARNATAKA,2015,3106
NORTH INTERIOR KARNATAKA,1901,773
NORTH INTERIOR KARNATAKA,1902,716.1
NORTH INTERIOR KARNATAKA,1903,928.5
NORTH INTERIOR KARNATAKA,1904,578.6
NORTH INTERIOR KARNATAKA,1905,506.2
NORTH INTERIOR KARNATAKA,1906,783.8
NORTH INTERIOR KARNATAKA,1907,746.7
NORTH INTERIOR KARNATAKA,1908,595.1
NORTH INTERIOR KARNATAKA,1909,675.8
NORTH INTERIOR KARNATAKA,1910,759.4
NORTH INTERIOR KARNATAKA,1911,510
NORTH INTERIOR KARNATAKA,1912,758.7
NORTH INTERIOR KARNATAKA,1913,572.3
NORTH INTERIOR KARNATAKA,1914,824.8
NORTH INTERIOR KARNATAKA,1915,753.3
NORTH INTERIOR KARNATAKA,1916,1087.9
NORTH INTERIOR KARNATAKA,1917,823.8
NORTH INTERIOR KARNATAKA,1918,528
NORTH INTERIOR KARNATAKA,1919,727.1
NORTH INTERIOR KARNATAKA,1920,470.3
NORTH INTERIOR KARNATAKA,1921,582.8
NORTH INTERIOR KARNATAKA,1922,509
NORTH INTERIOR KARNATAKA,1923,602.8
NORTH INTERIOR KARNATAKA,1924,591.2
NORTH INTERIOR KARNATAKA,1925,642.6
NORTH INTERIOR KARNATAKA,1926,581
NORTH INTERIOR KARNATAKA,1927,680.8
NORTH INTERIOR KARNATAKA,1928,768.5
NORTH INTERIOR KARNATAKA,1929,598
NORTH INTERIOR KARNATAKA,1930,632.7
NORTH INTERIOR KARNATAKA,1931,719.2
NORTH INTERIOR KARNATAKA,1932,808.8
NORTH INTERIOR KARNATAKA,1933,947.3
NORTH INTERIOR KARNATAKA,1934,591.2
NORTH INTERIOR KARNATAKA,1935,714.9
NORTH INTERIOR KARNATAKA,1936,564.7
NORTH INTERIOR KARNATAKA,1937,552.4
NORTH INTERIOR KARNATAKA,1938,815.1
NORTH INTERIOR KARNATAKA,1939,653.9
NORTH INTERIOR KARNATAKA,1940,736.8
NORTH INTERIOR KARNATAKA,1941,535.7
NORTH INTERIOR KARNATAKA,1942,585.7
NORTH INTERIOR KARNATAKA,1943,879.2
NORTH INTERIOR KARNATAKA,1944,722.1
NORTH INTERIOR KARNATAKA,1945,544
NORTH INTERIOR KARNATAKA,1946,808.9
NORTH INTERIOR KARNATAKA,1947,786.3
NORTH INTERIOR KARNATAKA,1948,778.3
NORTH INTERIOR KARNATAKA,1949,763.3
NORTH INTERIOR KARNATAKA,1950,706.5
NORTH INTERIOR KARNATAKA,1951,708.4
NORTH INTERIOR KARNATAKA,1952,628.5
NORTH INTERIOR KARNATAKA,1953,891.2
NORTH INTERIOR KARNATAKA,1954,683.3
NORTH INTERIOR KARNATAKA,1955,967.1
NORTH INTERIOR KARNATAKA,1956,1039
NORTH INTERIOR KARNATAKA,1957,837.8
NORTH INTERIOR KARNATAKA,1958,752
NORTH INTERIOR KARNATAKA,1959,698.5
NORTH INTERIOR KARNATAKA,1960,691.6
NORTH INTERIOR KARNATAKA,1961,748.6
NORTH INTERIOR KARNATAKA,1962,839.1
NORTH INTERIOR KARNATAKA,1963,783.1
NORTH INTERIOR KARNATAKA,1964,899.8
NORTH INTERIOR KARNATAKA,1965,632.9
NORTH INTERIOR KARNATAKA,1966,723.6
NORTH INTERIOR KARNATAKA,1967,645.7
NORTH INTERIOR KARNATAKA,1968,727.3
NORTH INTERIOR KARNATAKA,1969,729.1
NORTH INTERIOR KARNATAKA,1970,790.8
NORTH INTERIOR KARNATAKA,1971,612.1
NORTH INTERIOR KARNATAKA,1972,499.4
NORTH INTERIOR KARNATAKA,1973,750.8
NORTH INTERIOR KARNATAKA,1974,817.3
NORTH INTERIOR KARNATAKA,1975,1093.7
NORTH INTERIOR KARNATAKA,1976,561.3
NORTH INTERIOR KARNATAKA,1977,849.9
NORTH INTERIOR KARNATAKA,1978,904.9
NORTH INTERIOR KARNATAKA,1979,963.2
NORTH INTERIOR KARNATAKA,1980,691.7
NORTH INTERIOR KARNATAKA,1981,877.3
NORTH INTERIOR KARNATAKA,1982,681.4
NORTH INTERIOR KARNATAKA,1983,777.9
NORTH INTERIOR KARNATAKA,1984,618.1
NORTH INTERIOR KARNATAKA,1985,501.2
NORTH INTERIOR KARNATAKA,1986,620.4
NORTH INTERIOR KARNATAKA,1987,747.4
NORTH INTERIOR KARNATAKA,1988,795.4
NORTH INTERIOR KARNATAKA,1989,676.2
NORTH INTERIOR KARNATAKA,1990,719
NORTH INTERIOR KARNATAKA,1991,720
NORTH INTERIOR KARNATAKA,1992,668.3
NORTH INTERIOR KARNATAKA,1993,731.8
NORTH INTERIOR KARNATAKA,1994,643
NORTH INTERIOR KARNATAKA,1995,662.3
NORTH INTERIOR KARNATAKA,1996,811.8
NORTH INTERIOR KARNATAKA,1997,1095.6
NORTH INTERIOR KARNATAKA,1998,852.5
NORTH INTERIOR KARNATAKA,1999,660.8
NORTH INTERIOR KARNATAKA,2000,712.4
NORTH INTERIOR KARNATAKA,2001,598
NORTH INTERIOR KARNATAKA,2002,530.5
NORTH INTERIOR KARNATAKA,2003,473.5
NORTH INTERIOR KARNATAKA,2004,641.9
NORTH INTERIOR KARNATAKA,2005,807.5
NORTH INTERIOR KARNATAKA,2006,650.6
NORTH INTERIOR KARNATAKA,2007,836.9
NORTH INTERIOR KARNATAKA,2008,712.4
NORTH INTERIOR KARNATAKA,2009,913.5
NORTH INTERIOR KARNATAKA,2010,853.2
NORTH INTERIOR KARNATAKA,2011,655.2
NORTH INTERIOR KARNATAKA,2012,583.8
NORTH INTERIOR KARNATAKA,2013,723.2
NORTH INTERIOR KARNATAKA,2014,756.8
NORTH INTERIOR KARNATAKA,2015,551.9
SOUTH INTERIOR KARNATAKA,1901,1003
SOUTH INTERIOR KARNATAKA,1902,1020.1
SOUTH INTERIOR KARNATAKA,1903,1269.9
SOUTH INTERIOR KARNATAKA,1904,845.8
SOUTH INTERIOR KARNATAKA,1905,759.4
SOUTH INTERIOR KARNATAKA,1906,1004.5
SOUTH INTERIOR KARNATAKA,1907,998.5
SOUTH INTERIOR KARNATAKA,1908,790.2
SOUTH INTERIOR KARNATAKA,1909,1087.4
SOUTH INTERIOR KARNATAKA,1910,1157.3
SOUTH INTERIOR KARNATAKA,1911,906.3
SOUTH INTERIOR KARNATAKA,1912,1150.2
SOUTH INTERIOR KARNATAKA,1913,876.4
SOUTH INTERIOR KARNATAKA,1914,926.7
SOUTH INTERIOR KARNATAKA,1915,1031.9
SOUTH INTERIOR KARNATAKA,1916,1230.7
SOUTH INTERIOR KARNATAKA,1917,1094.3
SOUTH INTERIOR KARNATAKA,1918,733.3
SOUTH INTERIOR KARNATAKA,1919,1011.4
SOUTH INTERIOR KARNATAKA,1920,828.9
SOUTH INTERIOR KARNATAKA,1921,986.1
SOUTH INTERIOR KARNATAKA,1922,897.1
SOUTH INTERIOR KARNATAKA,1923,990.5
SOUTH INTERIOR KARNATAKA,1924,1127
SOUTH INTERIOR KARNATAKA,1925,982.2
SOUTH INTERIOR KARNATAKA,1926,897
SOUTH INTERIOR KARNATAKA,1927,863.7
SOUTH INTERIOR KARNATAKA,1928,950.5
SOUTH INTERIOR KARNATAKA,1929,1034.9
SOUTH INTERIOR KARNATAKA,1930,993.3
SOUTH INTERIOR KARNATAKA,1931,1012.6
SOUTH INTERIOR KARNATAKA,1932,1270.1
SOUTH INTERIOR KARNATAKA,1933,1329.2
SOUTH INTERIOR KARNATAKA,1934,786.3
SOUTH INTERIOR KARNATAKA,1935,954.5
SOUTH INTERIOR KARNATAKA,1936,958.4
SOUTH INTERIOR KARNATAKA,1937,911.2
SOUTH INTERIOR KARNATAKA,1938,871.4
SOUTH INTERIOR KARNATAKA,1939,1024.6
SOUTH INTERIOR KARNATAKA,1940,1180
SOUTH INTERIOR KARNATAKA,1941,937.6
SOUTH INTERIOR KARNATAKA,1942,932.9
SOUTH INTERIOR KARNATAKA,1943,1137.1
SOUTH INTERIOR KARNATAKA,1944,1025.7
SOUTH INTERIOR KARNATAKA,1945,792.3
SOUTH INTERIOR KARNATAKA,1946,1245
SOUTH INTERIOR KARNATAKA,1947,958.3
SOUTH INTERIOR KARNATAKA,1948,1074.1
SOUTH INTERIOR KARNATAKA,1949,876.4
SOUTH INTERIOR KARNATAKA,1950,956.5
SOUTH INTERIOR KARNATAKA,1951,925.3
SOUTH INTERIOR KARNATAKA,1952,871.8
SOUTH INTERIOR KARNATAKA,1953,1255.9
SOUTH INTERIOR KARNATAKA,1954,1031.1
SOUTH INTERIOR KARNATAKA,1955,1002
SOUTH INTERIOR KARNATAKA,1956,1243.7
SOUTH INTERIOR KARNATAKA,1957,1064.7
SOUTH INTERIOR KARNATAKA,1958,1210
SOUTH INTERIOR KARNATAKA,1959,1280.9
SOUTH INTERIOR KARNATAKA,1960,989.9
SOUTH INTERIOR KARNATAKA,1961,1409.5
SOUTH INTERIOR KARNATAKA,1962,1307.2
SOUTH INTERIOR KARNATAKA,1963,992.8
SOUTH INTERIOR KARNATAKA,1964,1169.4
SOUTH INTERIOR KARNATAKA,1965,735.2
SOUTH INTERIOR KARNATAKA,1966,1010.9
SOUTH INTERIOR KARNATAKA,1967,940.3
SOUTH INTERIOR KARNATAKA,1968,1001
SOUTH INTERIOR KARNATAKA,1969,1106.5
SOUTH INTERIOR KARNATAKA,1970,1073.8
SOUTH INTERIOR KARNATAKA,1971,1020.2
SOUTH INTERIOR KARNATAKA,1972,1064
SOUTH INTERIOR KARNATAKA,1973,1086.6
SOUTH INTERIOR KARNATAKA,1974,1051.5
SOUTH INTERIOR KARNATAKA,1975,1334.3
SOUTH INTERIOR KARNATAKA,1976,761.2
SOUTH INTERIOR KARNATAKA,1977,1207.8
SOUTH INTERIOR KARNATAKA,1978,1231.6
SOUTH INTERIOR KARNATAKA,1979,1120.8
SOUTH INTERIOR KARNATAKA,1980,1225
SOUTH INTERIOR KARNATAKA,1981,1184.6
SOUTH INTERIOR KARNATAKA,1982,1003.5
SOUTH INTERIOR KARNATAKA,1983,1111.2
SOUTH INTERIOR KARNATAKA,1984,1063.9
SOUTH INTERIOR KARNATAKA,1985,859.3
SOUTH INTERIOR KARNATAKA,1986,1030.2
SOUTH INTERIOR KARNATAKA,1987,934.7
SOUTH INTERIOR KARNATAKA,1988,1022.2
SOUTH INTERIOR KARNATAKA,1989,913.5
SOUTH INTERIOR KARNATAKA,1990,848.5
SOUTH INTERIOR KARNATAKA,1991,1221.2
SOUTH INTERIOR KARNATAKA,1992,1201
SOUTH INTERIOR KARNATAKA,1993,1038.1
SOUTH INTERIOR KARNATAKA,1994,1157.8
SOUTH INTERIOR KARNATAKA,1995,883.2
SOUTH INTERIOR KARNATAKA,1996,1044
SOUTH INTERIOR KARNATAKA,1997,1180
SOUTH INTERIOR KARNATAKA,1998,1113.3
SOUTH INTERIOR KARNATAKA,1999,1149.6
SOUTH INTERIOR KARNATAKA,2000,1207.2
SOUTH INTERIOR KARNATAKA,2001,926.3
SOUTH INTERIOR KARNATAKA,2002,755.8
SOUTH INTERIOR KARNATAKA,2003,762.8
SOUTH INTERIOR KARNATAKA,2004,1133.4
SOUTH INTERIOR KARNATAKA,2005,1319.3
SOUTH INTERIOR KARNATAKA,2006,1030.5
SOUTH INTERIOR KARNATAKA,2007,1231
SOUTH INTERIOR KARNATAKA,2008,1140.6
SOUTH INTERIOR KARNATAKA,2009,1158.4
SOUTH INTERIOR KARNATAKA,2010,1239.7
SOUTH INTERIOR KARNATAKA,2011,1087.4
SOUTH INTERIOR KARNATAKA,2012,877.8
SOUTH INTERIOR KARNATAKA,2013,1110.7
SOUTH INTERIOR KARNATAKA,2014,1184.2
SOUTH INTERIOR KARNATAKA,2015,1112.5
KERALA,1901,3248.6
KERALA,1902,3326.6
KERALA,1903,3271.2
KERALA,1904,3129.7
KERALA,1905,2741.6
KERALA,1906,2708
KERALA,1907,3671.1
KERALA,1908,2648.3
KERALA,1909,3050.2
KERALA,1910,2848.6
KERALA,1911,2726.7
KERALA,1912,3451.3
KERALA,1913,2610.8
KERALA,1914,2899.1
KERALA,1915,3024.5
KERALA,1916,2945.3
KERALA,1917,2704.8
KERALA,1918,2501.9
KERALA,1919,3003.3
KERALA,1920,3303.1
KERALA,1921,2719.9
KERALA,1922,3267.6
KERALA,1923,3484.7
KERALA,1924,4226.4
KERALA,1925,3062.1
KERALA,1926,2965.4
KERALA,1927,2994.7
KERALA,1928,2502.8
KERALA,1929,3361.6
KERALA,1930,3018
KERALA,1931,3259.6
KERALA,1932,3403
KERALA,1933,4072.9
KERALA,1934,2410.7
KERALA,1935,2498.2
KERALA,1936,3043.3
KERALA,1937,2818.2
KERALA,1938,2634.1
KERALA,1939,2937.5
KERALA,1940,3117.8
KERALA,1941,3111.1
KERALA,1942,3050.9
KERALA,1943,3464.2
KERALA,1944,2490
KERALA,1945,2432.4
KERALA,1946,3565.5
KERALA,1947,2998.1
KERALA,1948,3039.2
KERALA,1949,2942.6
KERALA,1950,3146.6
KERALA,1951,2705.5
KERALA,1952,2334.8
KERALA,1953,2544.9
KERALA,1954,2938
KERALA,1955,3134.7
KERALA,1956,2798.4
KERALA,1957,3103.3
KERALA,1958,2923.1
KERALA,1959,3746
KERALA,1960,3385.5
KERALA,1961,4257.8
KERALA,1962,3375.8
KERALA,1963,2651.1
KERALA,1964,2869.1
KERALA,1965,2342.4
KERALA,1966,2621.7
KERALA,1967,2569.1
KERALA,1968,3392.7
KERALA,1969,2665
KERALA,1970,2703.5
KERALA,1971,3076.8
KERALA,1972,2739.4
KERALA,1973,2412.5
KERALA,1974,2767.4
KERALA,1975,3498.4
KERALA,1976,2068.8
KERALA,1977,3047.6
KERALA,1978,3176.7
KERALA,1979,2503
KERALA,1980,2803.4
KERALA,1981,3005.9
KERALA,1982,2223.3
KERALA,1983,2320.3
KERALA,1984,2762.1
KERALA,1985,2390.5
KERALA,1986,2093.2
KERALA,1987,2137.6
KERALA,1988,2403.5
KERALA,1989,2422.7
KERALA,1990,2693.1
KERALA,1991,3184.5
KERALA,1992,3239.5
KERALA,1993,2717.7
KERALA,1994,3410.8
KERALA,1995,2858.8
KERALA,1996,2610
KERALA,1997,3252.4
KERALA,1998,3151.5
KERALA,1999,2914.6
KERALA,2000,2412.6
KERALA,2001,2931.1
KERALA,2002,2507.4
KERALA,2003,2394.9
KERALA,2004,2886.1
KERALA,2005,3031.1
KERALA,2006,3420.6
KERALA,2007,3489.6
KERALA,2008,2524.5
KERALA,2009,2810.6
KERALA,2010,3131.8
KERALA,2011,3035.1
KERALA,2012,2151.1
KERALA,2013,3255.4
KERALA,2014,3046.4
KERALA,2015,2600.6
LAKSHADWEEP,1901,1459.2
LAKSHADWEEP,1902,2158.8
LAKSHADWEEP,1903,NA
LAKSHADWEEP,1904,1176.9
LAKSHADWEEP,1905,1574.9
LAKSHADWEEP,1906,1811.6
LAKSHADWEEP,1907,1458.8
LAKSHADWEEP,1908,1959.1
LAKSHADWEEP,1909,1463.5
LAKSHADWEEP,1910,1849.2
LAKSHADWEEP,1911,1687.7
LAKSHADWEEP,1912,1654.9
LAKSHADWEEP,1913,1518.5
LAKSHADWEEP,1914,2034
LAKSHADWEEP,1915,1545.5
LAKSHADWEEP,1916,1398.5
LAKSHADWEEP,1917,NA
LAKSHADWEEP,1919,1926.5
LAKSHADWEEP,1920,NA
LAKSHADWEEP,1921,NA
LAKSHADWEEP,1922,1928.5
LAKSHADWEEP,1923,1572.2
LAKSHADWEEP,1924,1972
LAKSHADWEEP,1925,1676.9
LAKSHADWEEP,1926,1836.2
LAKSHADWEEP,1927,NA
LAKSHADWEEP,1928,NA
LAKSHADWEEP,1929,NA
LAKSHADWEEP,1930,1258.4
LAKSHADWEEP,1931,NA
LAKSHADWEEP,1932,1893.7
LAKSHADWEEP,1933,2314.1
LAKSHADWEEP,1934,1087.9
LAKSHADWEEP,1935,1529.2
LAKSHADWEEP,1936,1744.1
LAKSHADWEEP,1937,1443.6
LAKSHADWEEP,1938,1547.6
LAKSHADWEEP,1939,1207.3
LAKSHADWEEP,1940,1406.7
LAKSHADWEEP,1941,1163.4
LAKSHADWEEP,1942,1786.2
LAKSHADWEEP,1943,NA
LAKSHADWEEP,1944,1668.1
LAKSHADWEEP,1945,1321.3
LAKSHADWEEP,1946,NA
LAKSHADWEEP,1947,1755.9
LAKSHADWEEP,1948,1325.3
LAKSHADWEEP,1949,NA
LAKSHADWEEP,1950,1494.1
LAKSHADWEEP,1951,1715.3
LAKSHADWEEP,1952,1124.5
LAKSHADWEEP,1953,1606.2
LAKSHADWEEP,1954,1555.5
LAKSHADWEEP,1955,1548.3
LAKSHADWEEP,1956,1287.4
LAKSHADWEEP,1957,1347.2
LAKSHADWEEP,1958,992.6
LAKSHADWEEP,1959,1583.6
LAKSHADWEEP,1960,1901.8
LAKSHADWEEP,1961,2235.3
LAKSHADWEEP,1962,1586.6
LAKSHADWEEP,1963,1902.1
LAKSHADWEEP,1964,1651.7
LAKSHADWEEP,1965,1405.9
LAKSHADWEEP,1966,1741.5
LAKSHADWEEP,1967,1287.3
LAKSHADWEEP,1968,1344.4
LAKSHADWEEP,1969,1416.1
LAKSHADWEEP,1970,1783
LAKSHADWEEP,1971,1901.4
LAKSHADWEEP,1972,1287.6
LAKSHADWEEP,1973,1557.4
LAKSHADWEEP,1974,1511.3
LAKSHADWEEP,1975,1890.5
LAKSHADWEEP,1976,1502.1
LAKSHADWEEP,1977,1848.2
LAKSHADWEEP,1978,1967.4
LAKSHADWEEP,1979,1825.4
LAKSHADWEEP,1980,1211.7
LAKSHADWEEP,1981,1617.4
LAKSHADWEEP,1982,1392
LAKSHADWEEP,1983,1403.2
LAKSHADWEEP,1984,1591.6
LAKSHADWEEP,1985,1303.4
LAKSHADWEEP,1986,1465.9
LAKSHADWEEP,1987,1288.6
LAKSHADWEEP,1988,1450.8
LAKSHADWEEP,1989,1714.4
LAKSHADWEEP,1990,1310.5
LAKSHADWEEP,1991,1583
LAKSHADWEEP,1992,1534.9
LAKSHADWEEP,1993,1449.7
LAKSHADWEEP,1994,1547.1
LAKSHADWEEP,1995,2030.9
LAKSHADWEEP,1996,1606
LAKSHADWEEP,1997,1764.7
LAKSHADWEEP,1998,1986.9
LAKSHADWEEP,1999,1857.3
LAKSHADWEEP,2000,1372.1
LAKSHADWEEP,2001,1380.6
LAKSHADWEEP,2002,1033.5
LAKSHADWEEP,2003,1532.9
LAKSHADWEEP,2004,1553.2
LAKSHADWEEP,2005,1575.4
LAKSHADWEEP,2006,1598.6
LAKSHADWEEP,2007,2361.6
LAKSHADWEEP,2008,1726.8
LAKSHADWEEP,2009,1570.1
LAKSHADWEEP,2010,1725.2
LAKSHADWEEP,2011,1533.7
LAKSHADWEEP,2012,1405.5
LAKSHADWEEP,2013,1426.3
LAKSHADWEEP,2014,1395
LAKSHADWEEP,2015,1642.9
